"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GALNT7",-0.908331899226194,4.97675220100844,-7.83405106050731,7.16547255569812e-06,0.000353782594026199,4.10287761012567
"SLC40A1",1.02264959243258,6.96710527361698,7.82984237812896,7.20250873990359e-06,0.000353782594026199,4.01997703086069
"SERPINF1",1.03166482634299,5.35543296515754,7.82756838596729,7.22260532214334e-06,0.000353782594026199,4.07754881146054
"SULT1C4",-0.706810865951983,5.49820528947457,-7.80540611619462,7.42165228969397e-06,0.000361965498525376,4.04227164730401
"LRRC8A",-1.30753513517901,2.3395458030335,-7.78947732414727,7.56835225819381e-06,0.00036662847134503,4.16630026070323
"S1PR1",1.16172147155688,4.91960256984047,7.78800540162919,7.58206471893389e-06,0.00036662847134503,4.04926064581855
"LINC00152",-1.51708861989496,2.58220257341649,-7.77149146552797,7.73775224602888e-06,0.000370072157553192,4.14532788828776
"PLAUR",-3.06008803756107,1.09931765396628,-7.76939929142174,7.75772040429966e-06,0.000370072157553192,3.89816521121336
"ZNF204P",0.929691623931223,4.82658850024081,7.76727762280422,7.77802662509804e-06,0.000370072157553192,4.0261634786594
"OXTR",-2.85144601982853,0.807384640738378,-7.76664345494631,7.7841072468104e-06,0.000370072157553192,3.82501214441344
"SORL1",0.923617102982746,3.61739193393409,7.73977694951341,8.04646360123219e-06,0.000379564950380793,4.06102777449025
"TIMP3",-0.650113884583106,7.47828807468702,-7.73933384187916,8.05086947338844e-06,0.000379564950380793,3.88823938660819
"CCKAR",-2.77314295329096,0.0403639570665942,-7.70486707241781,8.40164853144299e-06,0.000394459141631856,3.44349119439209
"EVA1A",-2.39714904104321,0.759498608224127,-7.70067706726437,8.44539838512625e-06,0.000394874722015304,3.78988901020663
"S100A2",-2.59705128317809,0.148573806474289,-7.6966045483826,8.48815613571187e-06,0.000395240685907736,3.51782373752507
"ITM2A",1.36685097501032,4.41219180553923,7.68516170350351,8.60954517425976e-06,0.000399250014945693,3.94962581562877
"ITPR1",1.22960726773089,4.39674906550215,7.6745197854274,8.72411254112434e-06,0.000400202893815222,3.9351361877307
"TTR",0.770953582245724,14.9608259316593,7.66973027704662,8.77620823205858e-06,0.000400202893815222,3.69595874910828
"TTLL7",1.1611618504779,5.24118457976372,7.66890923479022,8.78517224838476e-06,0.000400202893815222,3.88228837404138
"MYL12B",-0.705287575663757,8.23737027360559,-7.6637524740507,8.84169834302939e-06,0.000400202893815222,3.76978558632004
"TRPM3",0.858442979262888,8.99960514768024,7.66163032870948,8.86507370646141e-06,0.000400202893815222,3.74788798732936
"PACRG",0.910685157784549,4.07057789462209,7.66007732424714,8.88222206281409e-06,0.000400202893815222,3.93314706107129
"BUB1B",1.44242738552273,6.00989928396815,7.65843940898045,8.9003466224148e-06,0.000400202893815222,3.83676972586122
"TMEM14A",0.695538984412389,6.86628113601432,7.65729379071338,8.91304721532798e-06,0.000400202893815222,3.80158734419195
"ZBED5-AS1",0.77318669728961,4.25592104914391,7.64743040113717,9.02320382111836e-06,0.000403547633343693,3.90471850888763
"TRIM22",-0.65726952575829,6.86122379477979,-7.63718049439721,9.13922824376412e-06,0.000407127431410201,3.77578881699388
"GPATCH4",-1.00928397716875,3.2812146088148,-7.6306849191847,9.21358408958403e-06,0.00040768765873214,3.94635924166267
"CDCA7",1.39100059444614,2.27795081627883,7.62979116982214,9.2238657212044e-06,0.00040768765873214,3.97492885756519
"COLEC12",0.995574967132168,3.17952378652224,7.61611423893504,9.38275090941627e-06,0.000413096601323133,3.93222483168553
"SCN11A",1.86964720401038,1.04929250664001,7.61066591080963,9.44686075224177e-06,0.000414307090742696,3.82046810929466
"TPM4",-1.40444323316824,4.60830325106487,-7.60495138491292,9.51460871801639e-06,0.000415667172372029,3.83703294186421
"RPSAP52",-2.37661369916876,-0.19979592002819,-7.5931263753538,9.65646159407301e-06,0.000420241780526677,3.28335549207763
"SPAG8",0.988583692784098,4.71353184937487,7.58773265908916,9.72191737795191e-06,0.000421469330005846,3.80390609822304
"ANXA5",-0.825858941431733,6.76427796654038,-7.58177044372835,9.79482708905415e-06,0.000423009421803999,3.70754122305528
"FAM216B",1.05440685668484,5.30795976002256,7.57386148129438,9.89245024030671e-06,0.000425601043608633,3.75612235244349
"TMEM116",0.955414789688366,3.38917303503215,7.57015466975877,9.93856388059782e-06,0.00042596534207941,3.86244331502307
"DRAM1",-1.08344258424057,2.27759431216199,-7.56427454950422,1.00121881637802e-05,0.000426470313182778,3.8957839207741
"FHL2",-2.47131990610544,0.808399117166398,-7.56319828777374,1.00257272034131e-05,0.000426470313182778,3.65409318002409
"DHX29",-0.675989809103863,5.87347078800355,-7.55470408277649,1.01332740478762e-05,0.000429430696073854,3.70528026361529
"LAMC2",-2.68409023873149,3.49573497409657,-7.54806199384051,1.02182338271316e-05,0.000431329796446356,3.85518551139551
"SEL1L3",-0.965149091963382,4.54912681934472,-7.54279725771897,1.02861190683048e-05,0.000431329796446356,3.75580127008185
"SLC5A3",0.948667938748043,8.38275064655074,7.54230835724316,1.02924476394623e-05,0.000431329796446356,3.60797893830258
"ATP11C",0.989440551004576,8.26009198503424,7.52711377547944,1.04912327752629e-05,0.000438038003144281,3.59137216650068
"GTF2F2",-0.783512534679817,5.09286031121165,-7.52145024376653,1.05663778672743e-05,0.000439553549883119,3.69752212627477
"SLC39A12",1.51256931142545,4.66468725665137,7.51787494315891,1.0614113208514e-05,0.000439921944887675,3.72228683903672
"COLQ",1.39741260529364,2.55696088731267,7.50817570399993,1.07447816592131e-05,0.000443712425087576,3.82454817835574
"APPL2",0.816746045407129,4.9317391877697,7.49848678796133,1.08770367961857e-05,0.000447540623086694,3.67594011395236
"UQCRB",0.619162646211876,7.77616889800424,7.4937887257521,1.09417942293024e-05,0.000448573919219407,3.56043573116314
"PI4K2B",0.910551617605948,3.2905042494836,7.48712358014812,1.10343767409274e-05,0.00045049670897478,3.76304012077885
"VAMP5",-1.35008740595673,2.40282882038231,-7.48469470434977,1.1068323914714e-05,0.00045049670897478,3.7982345850198
"COBLL1",1.23379086161782,5.51797590087547,7.47301048105657,1.12332026512836e-05,0.000453967090400733,3.61647454290646
"GSTM2",0.842769992903413,4.55751240991802,7.47296638305865,1.12338298994437e-05,0.000453967090400733,3.66349202830691
"PPARA",0.874891782219435,3.43998027950668,7.46832083716106,1.13001190247231e-05,0.000454767526448837,3.72930024705777
"ZWILCH",-0.781910513883806,5.12954452357316,-7.46595630894565,1.13340205442839e-05,0.000454767526448837,3.62352961176679
"DGKG",1.1590624127304,1.79946639766851,7.45719968623855,1.14605229104754e-05,0.000458218433682082,3.75598444770892
"S100A16",-2.1378360485228,1.4497290652914,-7.44550515198497,1.16318365425544e-05,0.000463430389010573,3.68636190777261
"DCAF13",-0.634385962175812,7.23228678408907,-7.44088073974741,1.17003362663288e-05,0.000464523876678982,3.50726035737116
"A2M",-1.05532086307441,7.02389054135922,-7.43397203941769,1.1803480126405e-05,0.00046698034136459,3.50584743388701
"FOLR1",1.07795848440916,5.66421672368888,7.42608038950466,1.19224943419245e-05,0.000468968558364288,3.54748580903552
"COL4A1",-1.86666090409946,2.40810699419062,-7.42514883465519,1.19366279106421e-05,0.000468968558364288,3.72556403403528
"E2F3",-0.929768312144312,2.99740983445515,-7.4161550269115,1.20740106883203e-05,0.000472724674527141,3.69110877845378
"IDS",-0.610128465372762,6.95167954362504,-7.40834958162772,1.21946166671206e-05,0.000475800302029204,3.4733538057039
"CSRP1",-1.8922458616148,1.99525709055772,-7.40184001465666,1.22961881537825e-05,0.000478114669965803,3.69006540100709
"ATF3",-1.41301694882204,1.75358621559231,-7.3937510006379,1.24236711681465e-05,0.000479800088645384,3.67428448621582
"IGFBP5",0.796627808988491,4.62060667594198,7.39370869211767,1.24243416679715e-05,0.000479800088645384,3.55634500521516
"IARS",-0.59124602473113,8.20382576880785,-7.38579273951993,1.25504785700026e-05,0.000483022670134624,3.40568947209409
"FGFR2",0.938169020821089,6.80897475208668,7.38296814183566,1.25958192411026e-05,0.000483124388857886,3.44519883556159
"PAIP2B",0.917251695048277,3.9340292769297,7.35643540960082,1.3030407053462e-05,0.000498104918276765,3.5524810243409
"HIPK2",-0.740583389654493,5.83145087925526,-7.33192057998361,1.34462638158618e-05,0.000512270959853454,3.41484506839973
"RSU1",-0.626817648162722,6.6807664636961,-7.31342936568118,1.37693532776892e-05,0.000522610676375101,3.35664740251552
"LAMC1",-0.778595506864675,6.08008364323391,-7.31113386648665,1.38100390840614e-05,0.000522610676375101,3.37695002715205
"KLHL31",0.90921628025662,3.55005306312333,7.29348966035209,1.41271066541286e-05,0.000532827372638218,3.49725937129144
"DNAH11",1.15005598457955,3.46204089516848,7.28806467549886,1.42261566865291e-05,0.000534780607668028,3.4990862472166
"TGFB3",-1.16070338103262,3.51992423335337,-7.28144792934192,1.43479754955318e-05,0.0005375739825561,3.48803857049266
"LINC00305",2.40428514075898,1.08735222539785,7.26502828718055,1.46551319478149e-05,0.000547270026368069,3.40961968708069
"SGK1",-0.668715854007162,6.73764822436131,-7.26027909976361,1.47452827025222e-05,0.000548196346064019,3.28361445095287
"LTBP2",-1.92073786175639,3.44537835171163,-7.25862427330061,1.47768347812219e-05,0.000548196346064019,3.47584443880177
"GADD45A",-0.928270150982568,2.87347193216639,-7.24433174878897,1.50523787786915e-05,0.000555208970066364,3.47830564151407
"C8orf46",-2.01971904731705,0.210956862628061,-7.24373516258742,1.50639994529716e-05,0.000555208970066364,3.16023552249654
"TMEM30A",-0.688222093406853,5.92761906667225,-7.23592118657436,1.52170963905433e-05,0.000557222238862932,3.28258455657944
"TUBB3",-1.63513672609037,1.7433614701198,-7.23468916591546,1.52413869089015e-05,0.000557222238862932,3.47771443361422
"S100A6",-1.54179685851153,3.27096624685353,-7.23342458126585,1.52663627085735e-05,0.000557222238862932,3.447879889351
"EFEMP1",-0.797135552303472,5.92465729127279,-7.22650753439987,1.5403754631402e-05,0.000559259016471567,3.2704783096568
"CADPS",-1.00011622205776,4.46649688603673,-7.22564310987577,1.54210175111912e-05,0.000559259016471567,3.34670911556666
"ARSJ",-2.05317103677905,0.248352526904468,-7.20548757730496,1.58294692266941e-05,0.000570476391486605,3.13629167896841
"TGIF1",-0.768100699628409,4.56523593067641,-7.20296446449155,1.58814114804472e-05,0.000570476391486605,3.30815958245798
"FGD4",0.976213198370319,6.72059430288612,7.20295635463562,1.58815787289687e-05,0.000570476391486605,3.20782816647699
"ASPN",-1.22496054682571,2.01346050705191,-7.19824109911838,1.59791413498207e-05,0.000572164507510195,3.4434807512563
"NCKAP5",0.879222173149838,3.64308878358523,7.19108835912065,1.61283663945531e-05,0.000575686011843432,3.35590442147665
"LUC7L3",0.649362112259134,7.69260999081513,7.18403943731904,1.6276888231533e-05,0.000579160346980489,3.14948449129213
"EIF6",-0.710217117004248,5.72845564971243,-7.18146363038594,1.63315261280131e-05,0.000579282815481091,3.21823669973563
"PPME1",-1.12620687331498,4.64725245624913,-7.17000355892417,1.65770113785254e-05,0.000584221240062379,3.26260011290179
"WDR1",-0.930379942348613,4.04508219041152,-7.16908466732875,1.65968654868986e-05,0.000584221240062379,3.29979802277972
"BLM",-1.09703655327764,2.37943949654944,-7.16423415490948,1.67020918115634e-05,0.000584221240062379,3.39652333028264
"AHNAK2",-1.6624822974435,3.3521749290362,-7.16224657579455,1.67454164553515e-05,0.000584221240062379,3.35161551846264
"LEMD1",-1.53610748250984,3.57027498799436,-7.16138378153024,1.67642608692662e-05,0.000584221240062379,3.33330170114214
"FAH",-1.07404520091857,2.04986568447133,-7.16063890040196,1.6780548212132e-05,0.000584221240062379,3.3965537501466
"CAP1",-0.948758959515767,7.66884927504989,-7.1462332530556,1.70988971248371e-05,0.000593478591924943,3.0996015950237
"IL18",-3.58089461434202,-0.599587723542012,-7.1216892462613,1.76563010499825e-05,0.00060994044826441,2.39599691821722
"EGR1",-0.980538585918903,5.37034061213227,-7.12062116115716,1.76809957605591e-05,0.00060994044826441,3.15426241728425
"TMEM158",-1.82217755343551,1.08150520449491,-7.11635027676654,1.77801115489269e-05,0.000611495325763244,3.26191509200837
"ABCC5",-0.656577103900109,6.27547456868696,-7.09818951179592,1.82082735402014e-05,0.000622987756062015,3.08215458384998
"ACADSB",0.711564355954589,6.11477026380694,7.0967914625553,1.82416892808986e-05,0.000622987756062015,3.08678358660299
"NPR3",1.11365842164588,5.2721798500436,7.09138074671196,1.83716352671899e-05,0.000622987756062015,3.12026986448224
"SERINC5",0.602887312694373,8.04133932491671,7.0910141526533,1.83804753547353e-05,0.000622987756062015,3.01258806348253
"PFN1",-0.913931246462035,2.98748394086829,-7.09063747044777,1.8389563457774e-05,0.000622987756062015,3.27185757504788
"PDE8A",0.870693956594958,3.57517058950572,7.07326117161035,1.88140763283135e-05,0.00063421298848723,3.20505970889504
"TXN",-0.683623629079932,7.4735629871323,-7.07096443833492,1.88709679662918e-05,0.00063421298848723,3.00248918148752
"CLUL1",1.14077363600447,2.82531231431509,7.06933529166514,1.89114347835021e-05,0.00063421298848723,3.25422359104843
"MPC1",0.708366155446596,5.03150818741622,7.06798216228731,1.89451162270158e-05,0.00063421298848723,3.09897041950983
"COTL1",-1.21742174798477,3.6995646803549,-7.06573388651767,1.90012214415108e-05,0.000634214810061046,3.1917936079949
"S100A11",-2.25092398957901,3.13093725275775,-7.05037589374939,1.93892713778799e-05,0.000645263546002092,3.22883989569924
"MMP1",-1.93360679913571,1.56261042027471,-7.045212978456,1.95216227948847e-05,0.000647014331631385,3.22963709188175
"HTR2A",-0.977770861928063,3.72147260866141,-7.04386862071302,1.95562440493092e-05,0.000647014331631385,3.15730479522506
"LINC00968",-2.41548634646652,0.00328784508487464,-7.0365095336925,1.97469321160907e-05,0.000651418474908356,2.83075613298095
"SOX4",-0.822169385236972,8.42434679183653,-7.02012680911902,2.01786316887405e-05,0.000663724469645637,2.90476528393776
"NRN1",1.1703302473996,3.63482243763583,7.01478816957741,2.03214852699053e-05,0.000666485813997038,3.12582724355729
"PLS1",-0.712122770984994,8.03763252122824,-7.01110380245743,2.04207048187969e-05,0.00066780426307713,2.90315762019774
"EYA1",1.51477533084779,2.61355134409399,7.0034080831274,2.0629627736839e-05,0.000672692328075889,3.18256738826754
"KCNE2",1.14024043775583,3.36789092813109,6.99823558154683,2.07713365707916e-05,0.000675366877294561,3.1235990417604
"OTX2-AS1",1.08362524414058,5.74010265197578,6.99282390405538,2.09207149335147e-05,0.000678274754936156,2.96277302254906
"TMSB10",-1.06095662690046,7.86820466941148,-6.98625735967998,2.11035181227445e-05,0.000682246593025298,2.87456446037476
"PRKCQ-AS1",1.12899189942694,3.86559579221922,6.97822304967411,2.13295124794108e-05,0.000687588130212344,3.05837705024866
"PLAU",-2.59701364916699,1.93673026873681,-6.95735635570421,2.1928662622879e-05,0.00070407369049176,3.13034560790505
"SPTLC3",0.912972135610651,6.26079682099798,6.95609830751084,2.19653568487487e-05,0.00070407369049176,2.88882037981461
"METTL7B",-1.05406715744271,3.58936608816304,-6.95142453768544,2.21022564918157e-05,0.000706460542951679,3.04476309734222
"NID2",0.814846206650717,4.29350528715337,6.92192148560893,2.29878002410135e-05,0.000732695661203009,2.94655687395184
"NTF3",-1.09986097016795,2.10089537294557,-6.91708551479886,2.31365427287275e-05,0.000735365115099866,3.08509791756974
"RFWD3",-0.84442484414723,3.84274857326547,-6.90923373614666,2.33802435074001e-05,0.000741029286516056,2.96456463407147
"SLC15A2",1.11898818527294,4.08224019700854,6.90489326950271,2.35161399233863e-05,0.000743254534170716,2.94225104027413
"HIF3A",1.11557704779113,3.1640641160918,6.89786191872476,2.37380837925557e-05,0.000746199056525393,3.00398812531515
"TBC1D19",-0.681256461390594,4.73486875257492,-6.89308594193666,2.38901155481871e-05,0.000746199056525393,2.87733700558079
"SMARCA2",0.746166508403642,5.89540342489336,6.89259963305739,2.39056544074098e-05,0.000746199056525393,2.81614867611576
"MYO5B",-0.764845961724539,4.1648000337943,-6.89034212392184,2.39779296698679e-05,0.000746199056525393,2.91313830179387
"MSN",-1.12606539136714,5.26158568422731,-6.88936368820212,2.40093274155636e-05,0.000746199056525393,2.8450866302632
"GMNC",-1.00121352036941,5.37082576052695,-6.88918557380598,2.40150477945546e-05,0.000746199056525393,2.83818017273822
"HIVEP1",-0.995843066654367,5.4174046194275,-6.88677934697634,2.40924701326853e-05,0.000746199056525393,2.83234797217137
"KIAA1456",2.00742118464545,1.11477176804488,6.88540269874716,2.41368850807153e-05,0.000746199056525393,2.98750316121742
"LRIT2",2.56478337756153,-0.981310935280543,6.86078309423416,2.4946171672447e-05,0.000759841336539621,2.16845847091706
"MDM2",-0.566782930451106,8.62700822175398,-6.85918594005127,2.49996667277471e-05,0.000759841336539621,2.67540917665653
"CASP8",-1.60872480815,1.38259365814588,-6.85882169403053,2.50118839674677e-05,0.000759841336539621,2.99124183047831
"ST3GAL5",0.869760619253645,2.92735527150839,6.85804571736532,2.50379324551111e-05,0.000759841336539621,2.96550728332272
"PSME2",-0.698029526825932,5.39884272886522,-6.85718827278642,2.50667494901815e-05,0.000759841336539621,2.79079676548928
"FREM2",1.07063456727243,6.91345670909763,6.85670960288196,2.50828520911526e-05,0.000759841336539621,2.72619018098901
"WSCD2",1.56833649541044,0.855286903611689,6.85567621476546,2.51176533535585e-05,0.000759841336539621,2.93233552831751
"CAPSL",0.87647408927198,5.51201114099059,6.85417181007548,2.51684094064929e-05,0.000759841336539621,2.78144065241297
"SYTL2",-1.02301417125513,4.41698310323139,-6.85375339874005,2.518254540012e-05,0.000759841336539621,2.84742374476347
"UTP20",-0.832802625364457,4.8891493220303,-6.84513039376448,2.54757735284742e-05,0.000766644620943312,2.80287746597705
"TTC27",-0.722823244139758,4.6358657142246,-6.83894965464958,2.56881994832679e-05,0.000768080413562063,2.80926204864708
